   9.3350702533693730e-01   0.0000000000000000e+00   2.5107691233024498e-01   0.0000000000000000e+00   8.8611583050601780e-02   0.0000000000000000e+00   1.9430813750210696e+00
   9.3351808062287767e-01   0.0000000000000000e+00   2.5284656458043903e-01   0.0000000000000000e+00   8.7856031062110596e-02   0.0000000000000000e+00   1.9524501641306971e+00
   9.3350319940331195e-01   0.0000000000000000e+00   2.5461621683063307e-01   0.0000000000000000e+00   8.7160700310892264e-02   0.0000000000000000e+00   1.9618422076187774e+00
   9.3346395227872370e-01   0.0000000000000000e+00   2.5638586908082711e-01   0.0000000000000000e+00   8.6521702550974036e-02   0.0000000000000000e+00   1.9712469620246025e+00
   9.3340176691072452e-01   0.0000000000000000e+00   2.5815552133102115e-01   0.0000000000000000e+00   8.5935492316063913e-02   0.0000000000000000e+00   1.9806550854335891e+00
   9.3331794392578205e-01   0.0000000000000000e+00   2.5992517358121520e-01   0.0000000000000000e+00   8.5398830198528716e-02   0.0000000000000000e+00   1.9900582864074348e+00
   9.3321367041515335e-01   0.0000000000000000e+00   2.6169482583140924e-01   0.0000000000000000e+00   8.4908751469207497e-02   0.0000000000000000e+00   1.9994491950302007e+00
   9.3309003200447138e-01   0.0000000000000000e+00   2.6346447808160328e-01   0.0000000000000000e+00   8.4462537854448613e-02   0.0000000000000000e+00   2.0088212511529200e+00
   9.3294802309720870e-01   0.0000000000000000e+00   2.6523413033179732e-01   0.0000000000000000e+00   8.4057693420973661e-02   0.0000000000000000e+00   2.0181686102665424e+00
   9.3278855622823076e-01   0.0000000000000000e+00   2.6700378258199137e-01   0.0000000000000000e+00   8.3691922463154614e-02   0.0000000000000000e+00   2.0274860601199145e+00
