  -1.7901157679421675e+00   7.4833967208759407e-05   0.0000000000000000e+00   8.1541757085453720e-05   1.7209143801902156e+00   3.2993483602421114e-01   6.2633270046357659e+00
  -1.7897681372262506e+00   7.8012840889549975e-06   0.0000000000000000e+00   6.2237494509636811e-06   1.7206883601368372e+00   3.3028659321175718e-01   6.2633163906156621e+00
  -1.7894761858061035e+00   2.7198784925690471e-05   0.0000000000000000e+00   2.7464828761064688e-05   1.7208190453507362e+00   3.3065324254353123e-01   6.2633236256071143e+00
  -1.7892576644798852e+00   9.7370031032839043e-05   0.0000000000000000e+00   1.0768117932226623e-04   1.7212278743338854e+00   3.3099580884303831e-01   6.2633446836314279e+00
  -1.7889729692407910e+00   8.2630988561562037e-05   0.0000000000000000e+00   9.0390064113414075e-05   1.7211833403868129e+00   3.3131376022139464e-01   6.2633431033769034e+00
  -1.7886380568344447e+00   2.5589526093838929e-05   0.0000000000000000e+00   2.7116682968182167e-05   1.7210421759655992e+00   3.3166791058516049e-01   6.2633368060577226e+00
  -1.7884828781243922e+00   2.0239417797301859e-04   0.0000000000000000e+00   2.2745113578677293e-04   1.7219030622458764e+00   3.3203266020399552e-01   6.2633804005017479e+00
  -1.7882025110667976e+00   1.5961949654409653e-04   0.0000000000000000e+00   1.8020155648909309e-04   1.7218071303448494e+00   3.3233284771714144e-01   6.2633762528717538e+00
  -1.7878631851357620e+00   1.4907410558312413e-04   0.0000000000000000e+00   1.6616579237675342e-04   1.7217485998130146e+00   3.3270805882557575e-01   6.2633741570821666e+00
  -1.7875356248537586e+00   1.2369162310076957e-04   0.0000000000000000e+00   1.3772835689010486e-04   1.7217103669751959e+00   3.3307363362702386e-01   6.2633730569216786e+00
  -1.7871384827530208e+00   4.6505938746897636e-05   0.0000000000000000e+00   4.9350182856971183e-05   1.7213895250635032e+00   3.3345809282854816e-01   6.2633579998781101e+00
  -1.7868595395333879e+00   1.0765109183658428e-04   0.0000000000000000e+00   1.1893725261216173e-04   1.7217385412396640e+00   3.3384895620420096e-01   6.2633762061023566e+00
  -1.7865795835790357e+00   9.5812088528562028e-05   0.0000000000000000e+00   1.0542385230609623e-04   1.7217430677032901e+00   3.3416770100111653e-01   6.2633771770832798e+00
  -1.7862723099476836e+00   9.5375469953846482e-05   0.0000000000000000e+00   1.0469078449601630e-04   1.7217943140321417e+00   3.3452661722346627e-01   6.2633805701330818e+00
  -1.7859600407383689e+00   8.9825517655969591e-05   0.0000000000000000e+00   9.7584209482214093e-05   1.7218020849677311e+00   3.3488153487330485e-01   6.2633818029626367e+00
  -1.7856426929409488e+00   7.8863726153992887e-05   0.0000000000000000e+00   8.5101469753711106e-05   1.7218111301986319e+00   3.3524188432896013e-01   6.2633831417127208e+00
  -1.7852775552109641e+00   1.7376300146083905e-05   0.0000000000000000e+00   1.7580406317414723e-05   1.7216835829647648e+00   3.3562764866045369e-01   6.2633778204415673e+00
  -1.7849239429995156e+00   1.4294154957957736e-05   0.0000000000000000e+00   9.4770788646296511e-06   1.7215469847581926e+00   3.3599809579801898e-01   6.2633720352293309e+00
  -1.7846592808252049e+00   3.6932916125848636e-05   0.0000000000000000e+00   4.0799888771099868e-05   1.7219534214073069e+00   3.3637776840323347e-01   6.2633930829617475e+00
  -1.7843699069573462e+00   5.9556805909587109e-05   0.0000000000000000e+00   6.2500392988139373e-05   1.7219457046171394e+00   3.3670082712743993e-01   6.2633935650269663e+00
