  -1.0045564607601163e+00   3.6617377372640973e-02  -2.9606734916805001e-25   1.8500843450488708e-02  -1.7071659797491108e-04  -2.6410235498591186e-28   6.2184028216725658e+00
  -9.7212126724440917e-01   1.2595182405121256e-02  -1.1233017737770026e-43   5.8711490926760803e-03  -6.7033035721098214e-02   2.2822355729295223e-43   6.2184320663832811e+00
  -9.9989190370923331e-01   7.4360985249112034e-04   5.7311639143901046e-89   3.7121081276399247e-04  -1.0464027458452714e-02  -4.5476858498637798e-89   6.2183913517460514e+00
  -1.1840394632713567e+00  -1.4965530404862587e-01 -1.1579240146634306e-117  -1.0171923571135356e-01   3.5800770421929679e-01  7.5951105668349393e-118   6.2198869177891858e+00
  -1.1823363013127006e+00  -1.3765269672666203e-01 -1.0278138863170575e-123  -9.3242105145149190e-02   3.5333701062292672e-01  3.4401333189053819e-124   6.2198176759413606e+00
  -1.1803040960752333e+00  -1.2570681479086424e-01 -8.6820292919948041e-130  -8.4836559268253828e-02   3.4816653174371609e-01  1.2376516645795164e-130   6.2197484966755319e+00
  -1.1779155883717805e+00  -1.1390734159293520e-01 -6.5891599080833245e-136  -7.6566626089053721e-02   3.4245119216679715e-01  1.9716094165768950e-137   6.2196793879639261e+00
  -1.1751459258391033e+00  -1.0235849602814587e-01 -4.1969744360501828e-142  -6.8505829788332612e-02   3.3614801802119515e-01 -1.4262888407651789e-143   6.2196103582236422e+00
  -1.1719743650518972e+00  -9.1175192145957873e-02 -2.0645680552247839e-148  -6.0734263428341533e-02   3.2921844103208142e-01 -1.3931805967321074e-149   6.2195414161657370e+00
  -1.1683857599689706e+00  -8.0476335427882378e-02 -7.0754006163495564e-155  -5.3333705425519976e-02   3.2163035179349153e-01 -5.7522948981672881e-156   6.2194725706771070e+00
  -1.1643713777501767e+00  -7.0375678208729767e-02 -1.4823331027919269e-161  -4.6381137963586075e-02   3.1335924657043951e-01 -1.2070298881250295e-162   6.2194038308215367e+00
  -1.1599285991851347e+00  -6.0971711319319839e-02 -1.5942086630705017e-168  -3.9941748067627750e-02   3.0438780376473712e-01 -1.1290074451710919e-169   6.2193352060542315e+00
  -1.1550592818864147e+00  -5.2338823005830690e-02 -6.7756298813949764e-176  -3.4062977629817678e-02   2.9470350577924581e-01 -3.4393843775998875e-177   6.2192667067312266e+00
  -1.1497668885301993e+00  -4.4522140447938924e-02 -6.9158968087445821e-184  -2.8771248993221345e-02   2.8429435733826908e-01 -1.6539804212553987e-185   6.2191983449612804e+00
