   8.5405329306813127e-01  -5.8490072423899480e-04  -4.4287017415125625e-03  -4.0160662393027187e-03   4.4256061635904786e-02   3.3534254801907004e-01   3.3084197980785532e+00
   8.5381029021459232e-01  -6.2695262066040996e-04  -4.8102392721265505e-03  -4.3197963262812623e-03   4.3305634405789460e-02   3.3255513633441336e-01   3.2961588077946131e+00
   8.5356479827204035e-01  -6.6939785949205702e-04  -5.2054138741171995e-03  -4.6282595104704611e-03   4.2356386381826781e-02   3.2972584094231061e-01   3.2839923784408525e+00
   8.5331646371027459e-01  -7.0864995079351228e-04  -5.5865455704143382e-03  -4.9166250982463728e-03   4.1409546158242966e-02   3.2685639748290074e-01   3.2719203237118610e+00
   8.5306736891933543e-01  -7.6058873779417469e-04  -6.0802099728389045e-03  -5.2950691724248178e-03   4.0459894823934986e-02   3.2393149377331887e-01   3.2599449880161617e+00
   8.5281291988819985e-01  -7.8880023135667414e-04  -6.3955859801989538e-03  -5.5104558413900748e-03   3.9520779071708242e-02   3.2098525124608179e-01   3.2480682879146632e+00
   8.5255600520363617e-01  -8.1650621785423264e-04  -6.7162278455607342e-03  -5.7236564035748824e-03   3.8584625914412633e-02   3.1799621534292188e-01   3.2362917091130212e+00
   8.5229661378876365e-01  -8.4303678779388863e-04  -7.0367913529816896e-03  -5.9299233357417540e-03   3.7651987197849214e-02   3.1496444822027836e-01   3.2246168673806261e+00
   8.5203475699933040e-01  -8.6796312446368602e-04  -7.3536511241401262e-03  -6.1261448281639819e-03   3.6723372482264538e-02   3.1188992459209181e-01   3.2130454541745017e+00
   8.5177120552321861e-01  -8.9527397161656068e-04  -7.7010597049754180e-03  -6.3403874437857463e-03   3.5797152159704526e-02   3.0876664871789500e-01   3.2015787559019486e+00
   8.5150415644163535e-01  -9.1429756873757961e-04  -7.9869818755870983e-03  -6.4971453719779053e-03   3.4878800256129341e-02   3.0560845206369402e-01   3.1902181196405310e+00
