  -9.6969755116450496e-01   3.9081743288600004e-03   2.6293631441775600e-01   7.8780315948140008e-03  -3.4831402390318997e-02   2.9440882001834999e-02   6.2499595927556344e+00
  -9.7067237250639338e-01   3.7990281123014345e-03   2.5935255292302689e-01   7.6580431568833004e-03  -3.3871604381696452e-02   2.9028949292120645e-02   6.2499569228995639e+00
  -9.7164925433144989e-01   3.6998850459038892e-03   2.5570686846905027e-01   7.4582175504357123e-03  -3.2907472476369132e-02   2.8689098614341470e-02   6.2499542565386168e+00
  -9.7262600495558171e-01   3.6010900038192309e-03   2.5200512040260620e-01   7.2590920911610622e-03  -3.1943389762628151e-02   2.8347662167878807e-02   6.2499515936974630e+00
  -9.7360076075061130e-01   3.4945055028151942e-03   2.4825219330500539e-01   7.0442631186909254e-03  -3.0983080922949328e-02   2.7938731021161491e-02   6.2499489344025125e+00
  -9.7457586584630096e-01   3.3905160857891350e-03   2.4443629540625508e-01   6.8346638714387540e-03  -3.0021831769301364e-02   2.7544532215404059e-02   6.2499462786838498e+00
  -9.7555092606747840e-01   3.2874503333874959e-03   2.4055604304691711e-01   6.6269251066916335e-03  -2.9060417406120025e-02   2.7151841589060401e-02   6.2499436265758437e+00
  -9.7652542561953093e-01   3.1831164485826430e-03   2.3661042026331716e-01   6.4166285393373419e-03  -2.8099855840775075e-02   2.6742125841660296e-02   6.2499409781148225e+00
  -9.7750005361346215e-01   3.0806128112046351e-03   2.3259318113937352e-01   6.2100199924093446e-03  -2.7138746923941956e-02   2.6341356766723053e-02   6.2499383333428886e+00
  -9.7847385820729982e-01   2.9758620030404834e-03   2.2850465970672312e-01   5.9988800394349647e-03  -2.6178979686960223e-02   2.5914109094258141e-02   6.2499356923049563e+00
  -9.7944334444794234e-01   2.8537436838456023e-03   2.2435634840439067e-01   5.7527282000888677e-03  -2.5227527129674195e-02   2.5323020705783628e-02   6.2499330550875190e+00
  -9.8041653124857620e-01   2.7493326671817974e-03   2.2010890397419014e-01   5.5422701370644719e-03  -2.4268310542020718e-02   2.4879908122606896e-02   6.2499304216802081e+00
  -9.8138816517496563e-01   2.6398147358407437e-03   2.1578051505080403e-01   5.3215157364041145e-03  -2.3311822747154869e-02   2.4380370367620856e-02   6.2499277921855612e+00
  -9.8235849160866973e-01   2.5264036234783037e-03   2.1136507167998597e-01   5.0929116198721140e-03  -2.2357539138098036e-02   2.3832432375560285e-02   6.2499251666820017e+00
  -9.8333082839848551e-01   2.4237753214819482e-03   2.0684113650758157e-01   4.8860428087711474e-03  -2.1398778178776900e-02   2.3376198151538668e-02   6.2499225452368909e+00
  -9.8430251305063199e-01   2.3204333643105780e-03   2.0221444924097620e-01   4.6777339044355879e-03  -2.0440835686835059e-02   2.2903123585835999e-02   6.2499199279555100e+00
  -9.8527331716952449e-01   2.2155822062807791e-03   1.9747893862412746e-01   4.4663811509792553e-03  -1.9484124697338512e-02   2.2403920384016573e-02   6.2499173149479859e+00
  -9.8624003406892025e-01   2.0954924679513114e-03   1.9264308268241387e-01   4.2243074091477080e-03  -1.8535010490908502e-02   2.1732440858429146e-02   6.2499147063764617e+00
  -9.8720969834658612e-01   1.9910843380917601e-03   1.8766199440028281e-01   4.0138447002521062e-03  -1.7579354119414952e-02   2.1208394711443122e-02   6.2499121023177535e+00
  -9.8817860531178880e-01   1.8864977747834414e-03   1.8254389366865448e-01   3.8030208313619067e-03  -1.6624502097776512e-02   2.0668161183400858e-02   6.2499095029785190e+00
  -9.8914667501968701e-01   1.7817383332876433e-03   1.7727736771065705e-01   3.5918469873375959e-03  -1.5670533994205392e-02   2.0110440445942013e-02   6.2499069085602956e+00
  -9.9011381573721302e-01   1.6768239036646969e-03   1.7184930795516604e-01   3.3803592289803762e-03  -1.4717538463663768e-02   1.9533875661181088e-02   6.2499043193020167e+00
  -9.9107990845669758e-01   1.5717334826131151e-03   1.6624461122212078e-01   3.1685152140694247e-03  -1.3765640597749198e-02   1.8936405611358061e-02   6.2499017354893747e+00
  -9.9204481950810230e-01   1.4664838885871270e-03   1.6044560440246000e-01   2.9563488446294559e-03  -1.2814971675668899e-02   1.8316091414481529e-02   6.2498991574676426e+00
  -9.9300838100460620e-01   1.3610741726837892e-03   1.5443149040890619e-01   2.7438582059045799e-03  -1.1865701618868038e-02   1.7670383568958722e-02   6.2498965856588145e+00
  -9.9397038979771069e-01   1.2555220953449520e-03   1.4817745475204733e-01   2.5310791005492194e-03  -1.0918031689542598e-02   1.6996463011429642e-02   6.2498940205859546e+00
  -9.9493058679968971e-01   1.1498328130730697e-03   1.4165355625381520e-01   2.3180219227990325e-03  -9.9722225809706650e-03   1.6290684090500399e-02   6.2498914629075246e+00
  -9.9588864325263315e-01   1.0440245107084553e-03   1.3482306817595746e-01   2.1047233310108773e-03  -9.0286024047069504e-03   1.5548690124737495e-02   6.2498889134676956e+00
  -9.9684412967889391e-01   9.3812223335764788e-04   1.2764014793607051e-01   1.8912338167526755e-03  -8.0875994838728905e-03   1.4765018706424000e-02   6.2498863733715870e+00
  -9.9779647028386453e-01   8.3216108021089499e-04   1.2004634728391009e-01   1.6776241399087787e-03  -7.1497877063101305e-03   1.3932661454610874e-02   6.2498838441046010e+00
  -9.9874486963025788e-01   7.2619635366278745e-04   1.1196519751186892e-01   1.4640057919445657e-03  -6.2159582823214715e-03   1.3042457973114064e-02   6.2498813277253742e+00
  -9.9968818465289688e-01   6.2031405916865225e-04   1.0329343079994223e-01   1.2505521636063351e-03  -5.2872466697290984e-03   1.2082002896706445e-02   6.2498788271993400e+00
  -1.0006246896317790e+00   5.1465328773572013e-04   9.3885869699924990e-02   1.0375436793009887e-03  -4.3653649318187828e-03   1.1033785010220658e-02   6.2498763470144665e+00
